Age,Experience,Salary,Performance_Score,Work_Life_Balance,Department,Education_Level,Gender,Marital_Status,Job_Role
32,8,40989,4,1,Engineering,Master,Female,Married,Engineer
42,18,78903,5,4,Finance,Master,Female,Married,Manager
39,15,46211,3,4,Finance,High School,Male,Divorced,Analyst
39,13,55992,2,5,Finance,Bachelor,Female,Married,Clerk
25,3,33210,3,3,Marketing,Bachelor,Female,Married,Manager
43,21,56813,2,3,Marketing,Bachelor,Male,Married,Analyst
36,12,66121,3,2,Engineering,Bachelor,Male,Married,Engineer
32,8,41509,4,5,Marketing,Bachelor,Female,Married,Executive
36,15,46778,2,5,HR,Bachelor,Female,Married,Clerk
22,0,30000,4,4,HR,Bachelor,Male,Single,Clerk
37,16,50234,5,5,Finance,High School,Male,Married,Analyst
27,6,34227,4,1,Marketing,Bachelor,Female,Married,Executive
25,0,30000,3,3,Marketing,Bachelor,Female,Single,Manager
24,0,31673,3,2,Engineering,Bachelor,Male,Single,Engineer
42,19,55957,3,4,Sales,Bachelor,Male,Married,Manager
30,8,65237,4,1,Finance,Master,Female,Married,Analyst
45,21,82056,5,2,Finance,Master,Female,Married,Clerk
31,7,33394,4,4,HR,Bachelor,Female,Single,Clerk
23,0,30000,3,4,Marketing,Bachelor,Female,Single,Manager
27,5,41962,2,5,Engineering,Bachelor,Female,Single,Engineer
43,19,63327,5,3,Finance,Bachelor,Female,Married,Analyst
33,9,43105,4,3,Engineering,High School,Female,Married,Engineer
31,6,35621,4,3,Finance,Bachelor,Female,Married,Analyst
36,15,75355,3,5,Engineering,Bachelor,Male,Married,Engineer
38,14,46661,3,3,Marketing,Bachelor,Female,Married,Manager
42,16,64569,2,4,Sales,Master,Female,Divorced,Executive
45,23,89738,5,1,Finance,Master,Male,Married,Analyst
32,6,30000,5,3,HR,High School,Male,Single,Manager
25,2,30000,3,5,HR,High School,Male,Single,Clerk
32,7,30000,4,1,HR,High School,Male,Single,Clerk
36,14,85239,3,3,Engineering,Master,Male,Divorced,Engineer
28,3,37221,3,3,HR,Master,Female,Divorced,Clerk
28,7,58739,3,3,Marketing,PhD,Male,Single,Executive
37,13,52311,3,2,Marketing,Bachelor,Male,Divorced,Analyst
34,12,84002,3,3,Engineering,Master,Male,Married,Engineer
35,12,46876,3,5,Marketing,Bachelor,Male,Married,Analyst
29,8,48476,4,2,Marketing,Master,Female,Divorced,Analyst
33,12,67688,3,3,Finance,Master,Male,Single,Manager
28,3,30000,4,1,HR,Bachelor,Male,Single,Clerk
41,20,64630,3,3,Finance,Bachelor,Female,Divorced,Analyst
42,20,68042,4,3,Marketing,Master,Female,Married,Executive
22,0,30000,5,3,Sales,Bachelor,Female,Single,Executive
28,7,37664,2,2,HR,High School,Male,Married,Clerk
24,1,30000,3,3,HR,High School,Male,Single,Clerk
30,4,49839,2,3,Engineering,Bachelor,Male,Single,Engineer
34,12,62289,3,5,Engineering,Bachelor,Male,Single,Engineer
24,1,36337,3,2,Engineering,High School,Male,Single,Engineer
28,5,32021,3,3,HR,Bachelor,Male,Single,Clerk
27,2,37492,4,3,Finance,Bachelor,Female,Married,Analyst
36,12,41561,3,2,Marketing,Bachelor,Female,Married,Manager
35,10,66392,3,3,Engineering,Bachelor,Male,Divorced,Engineer
29,7,38550,2,4,Finance,High School,Male,Married,Manager
36,14,35134,1,3,Sales,High School,Female,Married,Executive
31,6,34382,4,2,Finance,High School,Male,Divorced,Clerk
33,9,41664,1,4,Marketing,Master,Female,Single,Executive
46,21,74753,5,1,Engineering,Bachelor,Male,Married,Engineer
44,22,77069,3,2,Marketing,Master,Female,Married,Analyst
25,1,30000,3,3,Engineering,Bachelor,Male,Single,Engineer
40,18,102673,1,2,Finance,PhD,Female,Married,Manager
40,16,72662,3,2,Engineering,Bachelor,Male,Divorced,Engineer
26,2,30000,4,3,Finance,High School,Male,Married,Analyst
40,15,43235,5,4,Marketing,High School,Male,Married,Analyst
45,20,66162,2,3,HR,Bachelor,Male,Divorced,Clerk
27,2,30000,4,3,Finance,Bachelor,Male,Single,Clerk
28,4,33795,3,4,Marketing,High School,Female,Single,Analyst
42,18,68015,3,5,Finance,Bachelor,Male,Married,Analyst
36,14,51274,3,2,HR,Master,Female,Married,Manager
38,15,71661,5,3,Engineering,Bachelor,Male,Married,Engineer
37,12,37346,3,2,Finance,High School,Male,Married,Clerk
37,11,38752,2,4,Finance,High School,Male,Married,Manager
25,3,30000,3,4,Engineering,High School,Male,Married,Engineer
42,20,57517,4,3,HR,Master,Female,Married,Clerk
43,22,73995,4,3,Marketing,Master,Female,Married,Manager
33,8,53221,3,4,Sales,Master,Female,Single,Executive
34,12,60354,5,3,Sales,Master,Male,Single,Executive
24,3,33912,5,4,HR,Bachelor,Male,Single,Clerk
38,12,46162,4,4,Marketing,Bachelor,Female,Married,Manager
39,13,68759,4,4,Engineering,Bachelor,Female,Divorced,Engineer
34,9,76230,4,3,Engineering,Master,Male,Single,Engineer
42,18,69878,3,5,Sales,Master,Male,Married,Manager
32,11,44328,2,3,Sales,Bachelor,Female,Single,Executive
38,14,55300,3,2,Finance,Bachelor,Female,Married,Manager
27,1,32782,5,3,Sales,Master,Female,Divorced,Executive
34,8,35155,4,2,Marketing,High School,Male,Married,Executive
33,10,57677,2,3,Engineering,Master,Female,Single,Engineer
36,13,42858,2,4,Finance,High School,Male,Married,Clerk
32,9,50980,4,5,Finance,Bachelor,Male,Married,Analyst
34,11,45539,4,4,Finance,Bachelor,Male,Married,Manager
40,18,47509,3,3,Marketing,Bachelor,Male,Married,Executive
31,8,30000,3,3,Marketing,Bachelor,Female,Married,Manager
23,1,30000,3,5,HR,Bachelor,Female,Single,Clerk
47,25,66725,5,5,HR,Master,Female,Married,Clerk
44,19,69172,4,5,Finance,Bachelor,Male,Married,Analyst
25,3,30486,5,3,Marketing,Master,Female,Single,Analyst
39,17,46514,2,4,Sales,High School,Female,Married,Executive
31,8,46846,4,4,Finance,Master,Male,Married,Analyst
36,14,33010,3,1,Marketing,High School,Female,Married,Executive
37,13,56527,3,2,Engineering,Bachelor,Male,Married,Engineer
33,10,40301,3,4,Sales,High School,Male,Single,Executive
29,8,34186,5,3,Marketing,Bachelor,Male,Married,Analyst
30,7,55451,4,2,Sales,Master,Male,Single,Manager
28,6,38012,3,2,Marketing,Bachelor,Male,Married,Analyst
29,5,38398,5,3,Finance,Bachelor,Female,Married,Clerk
34,11,47012,3,2,Marketing,Master,Male,Married,Analyst
29,5,61128,4,1,Engineering,Bachelor,Male,Married,Engineer
39,18,61626,4,2,Marketing,Master,Female,Married,Executive
45,19,50021,4,4,HR,Bachelor,Male,Widowed,Clerk
30,9,57861,4,1,Marketing,Master,Female,Married,Executive
36,10,50484,2,3,Marketing,Bachelor,Female,Divorced,Executive
38,13,69540,5,3,Marketing,PhD,Male,Married,Analyst
38,12,59313,2,4,Finance,Bachelor,Female,Divorced,Manager
35,10,46131,3,2,Finance,Bachelor,Male,Married,Clerk
40,17,69404,3,3,Engineering,High School,Male,Divorced,Engineer
38,13,55826,2,1,Engineering,Bachelor,Male,Married,Engineer
26,2,30000,3,5,Finance,High School,Male,Single,Manager
41,16,54507,4,3,HR,Bachelor,Male,Married,Manager
41,17,51350,3,2,Marketing,Bachelor,Female,Married,Analyst
29,3,64522,2,4,Engineering,Master,Male,Married,Engineer
35,9,30000,4,1,HR,High School,Male,Married,Clerk
39,13,60187,4,3,Marketing,Master,Female,Married,Manager
33,8,33910,3,3,Finance,High School,Male,Married,Manager
42,16,53621,4,3,Sales,Bachelor,Female,Widowed,Manager
51,26,82628,2,3,Finance,Master,Male,Divorced,Clerk
29,4,55786,3,2,Engineering,Master,Female,Single,Engineer
25,3,33122,3,4,Finance,Bachelor,Male,Married,Clerk
37,15,45261,4,3,HR,High School,Male,Married,Clerk
40,15,55986,3,2,Finance,Bachelor,Female,Married,Analyst
33,9,33760,3,4,HR,Bachelor,Female,Married,Manager
45,22,86396,4,5,Engineering,Bachelor,Female,Widowed,Engineer
25,4,32956,4,3,Finance,Bachelor,Male,Married,Analyst
39,17,56890,3,3,Marketing,Bachelor,Female,Divorced,Analyst
30,5,30000,3,3,Sales,High School,Female,Married,Executive
47,26,82573,4,4,Sales,Master,Female,Married,Manager
48,26,106160,4,2,Engineering,Master,Female,Widowed,Engineer
29,6,39240,2,3,Engineering,High School,Male,Single,Engineer
31,7,53054,3,4,Engineering,Bachelor,Male,Single,Engineer
41,16,36492,4,2,HR,High School,Female,Married,Manager
32,9,59342,4,3,Engineering,Master,Male,Single,Engineer
34,12,53013,4,3,Finance,Bachelor,Male,Single,Clerk
35,10,30968,4,4,HR,High School,Male,Married,Clerk
22,1,30000,3,4,Finance,High School,Male,Divorced,Manager
34,8,46874,4,2,Engineering,High School,Female,Married,Engineer
30,6,36972,2,2,Marketing,Bachelor,Male,Married,Executive
31,9,43395,3,4,Marketing,Master,Male,Married,Executive
45,21,45836,5,4,Marketing,High School,Male,Divorced,Executive
26,1,30000,5,2,HR,Bachelor,Female,Married,Clerk
40,14,45846,4,3,Sales,Bachelor,Female,Married,Executive
33,10,79055,3,4,Engineering,Bachelor,Male,Single,Engineer
33,9,56499,4,1,Engineering,Bachelor,Male,Divorced,Engineer
40,19,54530,4,3,Marketing,Bachelor,Female,Married,Executive
37,15,71152,3,3,Finance,Bachelor,Male,Married,Analyst
38,17,86674,4,4,Sales,PhD,Female,Married,Executive
41,17,81237,1,3,Finance,Master,Male,Widowed,Analyst
32,6,35524,3,3,HR,Bachelor,Female,Divorced,Manager
30,7,46536,4,5,Marketing,Master,Male,Single,Manager
27,4,61860,5,1,Engineering,PhD,Female,Married,Engineer
29,8,32647,4,3,HR,High School,Male,Married,Clerk
55,30,87613,4,3,Engineering,High School,Male,Married,Engineer
43,18,67480,2,2,Engineering,High School,Female,Married,Engineer
25,0,30000,3,3,HR,Bachelor,Male,Married,Clerk
25,2,65984,2,2,Engineering,Master,Female,Married,Engineer
38,17,56499,4,3,Finance,Bachelor,Female,Married,Clerk
38,17,66035,3,3,Engineering,Bachelor,Male,Married,Engineer
38,17,51070,3,4,Sales,Bachelor,Male,Married,Manager
33,9,36559,5,5,Finance,High School,Female,Single,Analyst
34,8,42037,3,2,Engineering,Bachelor,Female,Single,Engineer
37,12,42472,3,5,Finance,High School,Male,Married,Analyst
35,10,33213,2,5,Marketing,High School,Male,Married,Executive
22,0,47123,2,2,Engineering,Master,Male,Single,Engineer
33,11,47541,3,5,HR,Master,Male,Single,Manager
29,5,31903,4,3,HR,Master,Female,Married,Clerk
36,10,49815,3,4,Marketing,Master,Female,Divorced,Manager
55,34,114974,4,5,Finance,Master,Female,Married,Analyst
37,13,48894,3,4,Finance,Bachelor,Female,Married,Clerk
32,11,46324,3,3,Finance,Bachelor,Male,Married,Manager
41,15,52035,4,3,Marketing,Bachelor,Male,Widowed,Manager
38,12,37628,3,3,HR,Bachelor,Female,Married,Manager
37,14,46916,3,3,HR,Bachelor,Female,Married,Clerk
39,18,71064,3,2,Sales,Master,Female,Widowed,Manager
49,24,56866,1,3,HR,Bachelor,Male,Divorced,Manager
27,3,33826,4,4,Finance,Bachelor,Female,Married,Analyst
38,12,45050,2,4,Finance,Bachelor,Male,Married,Manager
28,7,34717,1,5,Marketing,Bachelor,Male,Single,Manager
38,16,80995,3,2,Marketing,PhD,Female,Married,Executive
28,5,45860,3,3,Finance,Bachelor,Male,Single,Clerk
32,10,45318,3,3,Sales,Bachelor,Female,Single,Executive
32,6,30000,3,2,Marketing,High School,Male,Married,Analyst
41,19,67107,2,3,Marketing,Master,Female,Married,Executive
41,19,70730,3,3,Engineering,Bachelor,Female,Married,Engineer
26,3,31855,2,5,HR,Bachelor,Male,Married,Clerk
35,12,58977,3,5,Marketing,Master,Female,Married,Manager
30,7,38173,4,4,Sales,Bachelor,Female,Married,Executive
26,3,30000,3,3,Sales,High School,Female,Single,Executive
33,11,31724,3,2,HR,High School,Male,Single,Manager
32,7,52368,3,5,Marketing,Master,Male,Single,Manager
51,26,78808,5,2,Marketing,Bachelor,Male,Married,Analyst
38,15,52955,4,3,Marketing,Bachelor,Female,Married,Executive
25,1,30000,4,2,Marketing,High School,Male,Single,Executive
31,10,41737,1,5,Engineering,High School,Male,Single,Engineer
42,16,63468,2,1,Engineering,Bachelor,Male,Married,Engineer
49,25,52925,4,2,Marketing,High School,Male,Married,Executive
23,0,30000,2,4,Engineering,High School,Male,Single,Engineer
22,0,33356,3,2,Marketing,Bachelor,Male,Single,Executive
48,24,56685,2,5,HR,Bachelor,Male,Married,Clerk
37,12,60626,2,3,Finance,Bachelor,Male,Married,Analyst
28,7,49989,2,5,Engineering,Bachelor,Male,Single,Engineer
38,14,53833,3,3,Marketing,Bachelor,Female,Divorced,Executive
22,0,43374,4,3,Engineering,Bachelor,Male,Single,Engineer
35,9,68021,2,5,Marketing,PhD,Male,Married,Analyst
37,12,34313,3,3,HR,High School,Male,Widowed,Clerk
41,15,49178,4,3,Sales,Bachelor,Male,Widowed,Manager
27,4,36942,3,2,HR,Bachelor,Female,Single,Manager
35,12,59244,4,2,Engineering,High School,Male,Married,Engineer
28,4,35326,4,4,Marketing,Master,Female,Single,Executive
36,13,49283,1,2,Marketing,Bachelor,Female,Divorced,Analyst
28,7,47144,3,3,Finance,Bachelor,Male,Single,Clerk
32,9,39896,4,3,HR,Bachelor,Male,Single,Clerk
28,4,47471,3,3,Finance,Bachelor,Male,Married,Clerk
39,13,43341,1,2,Marketing,Bachelor,Male,Married,Manager
41,18,59367,3,4,Marketing,Bachelor,Female,Married,Analyst
33,8,53609,4,2,Finance,Master,Female,Married,Manager
35,10,51975,5,4,Engineering,Master,Male,Divorced,Engineer
24,0,30000,3,4,Finance,High School,Female,Single,Clerk
32,6,37219,3,2,Marketing,Bachelor,Female,Married,Analyst
34,12,58428,3,4,HR,Master,Female,Married,Clerk
53,28,68117,3,4,Finance,High School,Female,Married,Manager
27,2,33526,2,4,Sales,Bachelor,Female,Single,Manager
45,23,63475,3,3,HR,Master,Male,Married,Manager
41,15,41815,4,2,HR,Bachelor,Female,Divorced,Clerk
36,11,36938,3,5,Marketing,High School,Male,Divorced,Analyst
47,23,61074,5,4,Marketing,Bachelor,Female,Divorced,Analyst
37,11,66761,2,1,Engineering,Bachelor,Male,Widowed,Engineer
37,12,76460,3,5,Finance,PhD,Male,Married,Clerk
34,9,41225,4,5,Engineering,High School,Male,Single,Engineer
43,21,117212,3,3,Engineering,PhD,Male,Married,Engineer
42,18,74014,3,1,Engineering,Bachelor,Male,Married,Engineer
30,4,33587,2,3,Engineering,Bachelor,Female,Married,Engineer
25,2,33596,5,5,Marketing,Bachelor,Male,Single,Manager
33,12,63327,3,2,Engineering,Bachelor,Female,Single,Engineer
29,5,46458,2,3,Finance,Bachelor,Male,Married,Analyst
34,11,65520,4,4,Engineering,Bachelor,Male,Married,Engineer
43,19,72864,3,2,Marketing,Master,Male,Married,Manager
31,8,75605,2,3,Sales,PhD,Male,Divorced,Executive
34,11,44837,3,1,Marketing,Bachelor,Male,Single,Executive
35,11,30000,3,3,Marketing,High School,Male,Married,Executive
40,18,66210,2,3,HR,Master,Male,Married,Clerk
22,0,39595,3,2,Finance,Bachelor,Female,Single,Analyst
30,6,30290,3,4,Sales,High School,Male,Divorced,Manager
36,13,44935,4,3,Marketing,Master,Female,Widowed,Executive
43,22,49103,1,3,HR,High School,Female,Married,Manager
31,8,41903,2,4,Sales,Bachelor,Female,Single,Manager
22,0,30000,5,2,HR,Bachelor,Female,Single,Clerk
39,15,48604,3,2,Marketing,Bachelor,Male,Widowed,Executive
30,4,46768,2,1,Engineering,Bachelor,Female,Single,Engineer
26,2,31661,4,3,Sales,Bachelor,Male,Single,Manager
30,8,59208,4,4,Sales,PhD,Male,Married,Executive
33,7,42996,3,4,Marketing,Bachelor,Female,Single,Manager
30,7,42530,4,4,HR,Bachelor,Female,Single,Clerk
22,0,35693,4,4,HR,Bachelor,Female,Single,Clerk
41,17,78750,4,1,Engineering,Master,Male,Widowed,Engineer
43,20,89780,4,3,HR,PhD,Male,Widowed,Clerk
39,16,62648,4,1,Marketing,Master,Female,Married,Executive
27,2,31391,5,1,HR,Bachelor,Female,Married,Clerk
33,8,93740,4,3,Engineering,PhD,Male,Single,Engineer
34,13,43340,3,3,Finance,High School,Male,Married,Analyst
39,14,50087,5,3,Sales,Bachelor,Female,Married,Manager
39,13,46032,3,1,Sales,Bachelor,Female,Divorced,Manager
29,6,33166,4,3,Sales,Bachelor,Male,Married,Executive
35,10,65267,4,1,Engineering,Master,Male,Married,Engineer
38,17,73262,3,3,Engineering,Bachelor,Male,Widowed,Engineer
45,21,63698,2,3,Engineering,High School,Female,Married,Engineer
39,13,47596,5,2,Sales,Bachelor,Female,Divorced,Manager
40,15,45676,2,3,HR,Bachelor,Male,Married,Clerk
35,12,58582,3,1,Finance,Bachelor,Female,Divorced,Manager
44,20,57834,3,3,Marketing,Bachelor,Male,Married,Manager
37,14,40509,2,1,Finance,High School,Female,Married,Manager
28,4,32660,4,5,HR,Bachelor,Female,Married,Clerk
44,18,68491,3,1,Marketing,Master,Female,Divorced,Analyst
39,16,70538,5,5,Sales,Master,Male,Divorced,Executive
31,6,69004,5,3,Finance,PhD,Female,Married,Analyst
31,6,57080,4,3,Finance,Master,Female,Married,Analyst
37,16,49746,4,4,Finance,High School,Female,Widowed,Manager
38,14,46700,3,3,Marketing,Master,Male,Divorced,Analyst
36,15,51698,3,2,Sales,Bachelor,Male,Married,Manager
37,15,62458,3,1,Sales,Master,Female,Divorced,Manager
46,21,68111,4,4,Marketing,Bachelor,Male,Widowed,Executive
42,18,94843,3,2,Engineering,Master,Male,Divorced,Engineer
36,10,47899,4,3,Finance,Bachelor,Male,Married,Manager
41,20,42663,3,5,Marketing,High School,Female,Divorced,Analyst
27,1,30000,3,3,Marketing,Bachelor,Male,Married,Executive
37,11,32268,2,2,Marketing,High School,Male,Married,Analyst
47,21,141178,3,2,Engineering,PhD,Male,Widowed,Engineer
33,12,52716,4,1,Finance,Bachelor,Female,Single,Clerk
29,7,58011,4,3,Engineering,Bachelor,Male,Single,Engineer
30,9,52527,4,3,Marketing,Master,Female,Single,Executive
27,4,51072,4,3,Engineering,Bachelor,Female,Single,Engineer
29,4,41075,2,2,Engineering,Bachelor,Male,Married,Engineer
32,11,53186,2,2,Sales,Bachelor,Female,Married,Executive
25,4,35558,3,5,Sales,Bachelor,Female,Single,Executive
35,13,64982,3,1,Marketing,Master,Male,Married,Analyst
41,18,67406,2,3,Marketing,Master,Female,Married,Manager
28,7,66514,2,1,HR,PhD,Female,Married,Clerk
45,20,55441,4,2,Finance,High School,Female,Widowed,Clerk
38,13,43714,3,5,HR,Bachelor,Female,Married,Clerk
42,21,71269,3,2,Engineering,High School,Female,Divorced,Engineer
30,4,44029,3,3,Sales,Master,Female,Married,Executive
40,14,40804,3,3,Marketing,High School,Female,Divorced,Executive
27,4,30000,3,3,Sales,High School,Male,Single,Executive
41,16,56424,2,4,Finance,Bachelor,Female,Married,Manager
36,10,41992,5,2,Marketing,Bachelor,Male,Widowed,Executive
38,13,63669,3,1,Sales,Master,Female,Married,Executive
26,3,51169,4,2,Engineering,Bachelor,Female,Single,Engineer
28,5,30142,4,3,Finance,Bachelor,Male,Single,Analyst
39,13,45991,3,3,HR,Bachelor,Male,Married,Clerk
28,7,62572,5,5,Engineering,Master,Male,Married,Engineer
38,14,57394,2,1,Engineering,Bachelor,Male,Married,Engineer
25,3,50423,2,4,Engineering,Bachelor,Male,Single,Engineer
40,16,69336,3,1,Finance,Bachelor,Female,Married,Clerk
26,2,42024,4,1,Engineering,High School,Female,Single,Engineer
38,13,43130,1,3,Marketing,Master,Female,Married,Analyst
39,16,42273,3,5,Marketing,High School,Male,Married,Executive
30,5,39046,3,2,Marketing,Master,Female,Single,Analyst
39,13,44895,4,2,Marketing,Bachelor,Male,Married,Executive
36,14,56702,3,3,Marketing,Master,Female,Divorced,Executive
31,5,41163,3,4,Engineering,Master,Male,Married,Engineer
27,6,37321,3,4,Engineering,Bachelor,Female,Single,Engineer
22,0,33468,2,2,Finance,Bachelor,Female,Single,Clerk
37,12,49238,4,4,Sales,Bachelor,Male,Married,Manager
24,0,30000,3,3,Marketing,Bachelor,Female,Single,Analyst
35,9,33530,4,3,HR,Bachelor,Female,Widowed,Clerk
33,8,35981,4,2,HR,Bachelor,Female,Single,Clerk
39,14,66379,2,2,Marketing,Master,Male,Married,Analyst
32,8,44204,3,5,Finance,Bachelor,Female,Single,Analyst
32,11,52783,5,3,Sales,Master,Male,Married,Executive
40,16,60184,3,1,Sales,Bachelor,Female,Divorced,Manager
37,12,60997,3,4,Engineering,Bachelor,Male,Married,Engineer
37,14,71810,4,3,Finance,Master,Female,Married,Manager
38,14,53304,3,3,Sales,Bachelor,Female,Married,Manager
24,0,33200,4,3,Engineering,Bachelor,Male,Divorced,Engineer
40,15,62761,4,3,Finance,Master,Female,Married,Manager
39,18,66343,3,2,Finance,Master,Male,Married,Clerk
27,1,30000,3,5,Finance,Bachelor,Female,Married,Clerk
33,11,65825,5,3,Engineering,Bachelor,Male,Married,Engineer
34,10,53158,2,4,Engineering,Bachelor,Male,Single,Engineer
34,10,38993,3,3,Finance,High School,Female,Married,Analyst
37,13,42320,4,3,Finance,High School,Female,Widowed,Analyst
45,20,58803,2,1,Marketing,Bachelor,Male,Divorced,Manager
42,21,51942,5,3,Marketing,Bachelor,Female,Divorced,Manager
25,0,55364,3,4,Engineering,Master,Male,Single,Engineer
39,14,66326,3,2,Marketing,Master,Male,Divorced,Manager
44,18,56874,3,3,Sales,Bachelor,Female,Married,Executive
37,14,30000,4,1,HR,High School,Female,Married,Clerk
42,21,57204,5,4,Sales,Bachelor,Male,Married,Manager
49,25,69080,3,5,Sales,Bachelor,Male,Married,Manager
42,20,68046,3,3,Finance,Bachelor,Male,Married,Analyst
36,12,37368,3,1,Sales,High School,Female,Married,Executive
42,17,54902,3,3,HR,Bachelor,Female,Married,Manager
36,15,65496,1,4,Finance,Master,Female,Married,Clerk
35,14,60394,4,5,HR,Master,Female,Widowed,Manager
32,11,72547,5,1,Engineering,Master,Male,Single,Engineer
45,22,57161,4,4,Marketing,Bachelor,Female,Married,Executive
29,5,37042,3,2,HR,Bachelor,Female,Married,Manager
45,22,47713,4,4,Marketing,High School,Female,Divorced,Executive
38,12,56632,4,4,HR,Master,Male,Married,Manager
25,3,44128,3,4,HR,Bachelor,Female,Divorced,Clerk
37,11,37647,5,3,HR,Bachelor,Male,Married,Clerk
22,0,30000,1,3,Marketing,High School,Male,Single,Executive
39,16,62908,1,4,Finance,Bachelor,Female,Divorced,Analyst
41,18,57988,2,3,Finance,High School,Male,Married,Analyst
30,4,42193,2,2,Engineering,High School,Male,Single,Engineer
35,10,50221,3,5,Marketing,Bachelor,Female,Married,Analyst
48,27,65581,5,3,Sales,Bachelor,Female,Widowed,Executive
31,6,30000,4,3,Finance,High School,Female,Married,Analyst
27,3,30988,4,2,Engineering,High School,Male,Single,Engineer
45,19,76184,3,2,Finance,Master,Male,Married,Manager
48,23,78553,3,3,Finance,Bachelor,Male,Divorced,Analyst
35,14,56077,3,3,Marketing,Bachelor,Female,Married,Executive
42,17,50992,3,3,Marketing,Bachelor,Female,Married,Executive
44,21,118830,4,3,Engineering,PhD,Female,Married,Engineer
29,7,36025,3,3,Engineering,High School,Female,Single,Engineer
31,8,37280,3,4,Finance,High School,Male,Married,Clerk
43,21,54458,4,3,HR,Bachelor,Male,Divorced,Clerk
46,21,43576,3,5,HR,High School,Male,Married,Clerk
38,14,54058,3,2,Marketing,Bachelor,Female,Married,Manager
28,3,34697,5,5,Marketing,Bachelor,Male,Married,Executive
48,27,86349,5,3,HR,PhD,Female,Married,Clerk
31,6,31498,1,3,Sales,Master,Male,Married,Executive
32,10,74505,3,1,Engineering,Master,Male,Single,Engineer
37,14,41729,3,4,Sales,High School,Female,Married,Manager
45,21,98885,3,5,Engineering,Master,Male,Married,Engineer
40,15,40783,3,5,Marketing,High School,Female,Divorced,Executive
37,12,38049,3,3,HR,Bachelor,Female,Divorced,Clerk
38,15,80419,4,1,Engineering,Master,Male,Married,Engineer
35,11,34178,1,3,Marketing,High School,Male,Married,Analyst
38,12,45213,5,3,Marketing,Bachelor,Female,Married,Manager
22,0,30000,3,2,Sales,High School,Male,Single,Executive
32,7,33851,4,3,HR,Bachelor,Male,Married,Clerk
36,10,61183,4,3,Engineering,Master,Male,Married,Engineer
26,4,32451,5,4,Marketing,High School,Male,Single,Manager
37,15,42986,5,1,Finance,High School,Male,Married,Clerk
33,12,69890,4,2,Engineering,Bachelor,Male,Single,Engineer
47,24,92108,4,3,Sales,Master,Female,Divorced,Executive
46,22,53606,4,4,Marketing,High School,Female,Married,Analyst
31,6,46554,3,5,Finance,Bachelor,Male,Single,Analyst
33,8,49210,2,2,Sales,Master,Female,Single,Executive
34,13,47577,3,3,Finance,High School,Female,Married,Manager
31,6,36941,4,3,Marketing,Bachelor,Female,Married,Executive
36,13,88260,2,3,Engineering,Master,Male,Divorced,Engineer
29,8,45192,3,2,Sales,Bachelor,Male,Single,Manager
27,4,43196,3,3,Marketing,Master,Female,Single,Analyst
39,18,59536,3,2,Engineering,High School,Female,Married,Engineer
39,14,64058,4,4,Finance,Master,Female,Married,Clerk
29,8,45347,1,3,HR,Master,Male,Single,Clerk
41,19,52768,4,3,Finance,High School,Female,Widowed,Clerk
30,6,33189,4,3,Finance,High School,Male,Married,Analyst
36,11,68385,3,4,Marketing,PhD,Male,Married,Executive
40,14,55928,4,1,Sales,Bachelor,Male,Married,Manager
34,10,44068,3,3,Marketing,Bachelor,Male,Single,Analyst
38,13,60876,3,4,Engineering,Bachelor,Male,Married,Engineer
31,7,41685,3,3,Engineering,Master,Male,Married,Engineer
33,11,69390,5,3,Finance,Master,Male,Married,Clerk
33,9,32639,5,1,Marketing,High School,Male,Married,Manager
29,8,47302,5,4,Finance,Bachelor,Male,Single,Clerk
33,9,72110,4,1,Engineering,Master,Male,Married,Engineer
24,0,51052,1,3,Engineering,Master,Male,Single,Engineer
31,5,39224,3,3,Marketing,Bachelor,Male,Married,Executive
33,7,64900,4,3,Marketing,PhD,Male,Married,Executive
33,10,55606,4,3,Marketing,Master,Male,Married,Executive
33,9,30706,3,3,Finance,Bachelor,Male,Single,Clerk
34,8,52757,4,3,Sales,Master,Female,Married,Manager
38,14,49661,3,2,Marketing,Bachelor,Female,Divorced,Executive
41,15,38939,3,3,Marketing,High School,Female,Married,Analyst
30,6,39327,3,2,Marketing,Bachelor,Female,Married,Executive
26,1,41713,3,2,Finance,Master,Female,Single,Clerk
27,3,52239,4,4,Finance,PhD,Male,Single,Manager
31,6,45183,5,4,Sales,Bachelor,Female,Married,Executive
32,7,38015,3,1,HR,Bachelor,Female,Married,Manager
29,6,37869,4,2,Marketing,Bachelor,Female,Divorced,Analyst
25,0,30548,4,2,Engineering,Master,Male,Single,Engineer
31,10,73448,4,4,Finance,Master,Female,Single,Manager
36,11,35319,3,4,Marketing,Bachelor,Female,Married,Executive
39,13,57333,5,3,Finance,Bachelor,Female,Widowed,Clerk
31,9,42358,3,4,HR,Bachelor,Female,Married,Clerk
32,8,55244,2,5,Finance,Bachelor,Female,Single,Clerk
28,6,30772,4,5,HR,Bachelor,Female,Single,Clerk
34,10,46690,2,5,Marketing,Master,Male,Single,Manager
29,6,30961,3,4,HR,High School,Male,Married,Clerk
39,14,70531,3,2,Engineering,Bachelor,Male,Married,Engineer
22,1,44009,3,1,Finance,Bachelor,Male,Single,Analyst
32,7,41343,3,4,HR,Bachelor,Male,Married,Manager
37,13,45417,2,3,Marketing,Bachelor,Female,Divorced,Manager
36,15,57139,4,3,Finance,Bachelor,Female,Married,Clerk
